unidade;ano;mes;tipo_procedimento;qtde_procedimento
HRJP;2026,0;2,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;3,0
HRJP;2026,0;2,0;LAQUEADURA TUBARIA;2,0
HRJP;2026,0;2,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;15,0
HRJP;2026,0;2,0;MIOMECTOMIA;1,0
HRJP;2026,0;2,0;OPERAÇÃO CESARIANA;13,0
HRJP;2026,0;2,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;16,0
HRJP;2026,0;2,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;30,0
HRJP;2026,0;2,0;PARTO NORMAL;36,0
HRJP;2026,0;2,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;33,0
HRJP;2026,0;2,0;TRATAMENTO CIRURGICO DE INCONTINÊNCIA URINÁRIA POR VIA VAGINAL;2,0
MOV;2019,0;1,0;CESAREAS;95,0
MOV;2019,0;1,0;CIRURGIA GINECOLÓGICA;30,0
MOV;2019,0;1,0;CURETAGEM;30,0
MOV;2019,0;1,0;FORCEPS CESAREA;4,0
MOV;2019,0;1,0;FORCEPS NORMAL;7,0
MOV;2019,0;1,0;PARTO GEMELAR CESARIANA;2,0
MOV;2019,0;1,0;PARTO GEMELAR NORMAL;1,0
MOV;2019,0;1,0;PARTO NORMAL;200,0
MOV;2019,0;2,0;CESAREAS;71,0
MOV;2019,0;2,0;CIRURGIA GINECOLÓGICA;47,0
MOV;2019,0;2,0;CURETAGEM;27,0
MOV;2019,0;2,0;FORCEPS CESAREA;1,0
MOV;2019,0;2,0;FORCEPS NORMAL;12,0
MOV;2019,0;2,0;PARTO GEMELAR NORMAL;2,0
MOV;2019,0;2,0;PARTO NORMAL;163,0
MOV;2019,0;3,0;CESAREAS;84,0
MOV;2019,0;3,0;CIRURGIA GINECOLÓGICA;41,0
MOV;2019,0;3,0;CURETAGEM;26,0
MOV;2019,0;3,0;FORCEPS CESAREA;4,0
MOV;2019,0;3,0;FORCEPS NORMAL;9,0
MOV;2019,0;3,0;PARTO GEMELAR CESARIANA;5,0
MOV;2019,0;3,0;PARTO GEMELAR NORMAL;2,0
MOV;2019,0;3,0;PARTO NORMAL;194,0
MOV;2019,0;4,0;CESAREAS;83,0
MOV;2019,0;4,0;CIRURGIA GINECOLÓGICA;31,0
MOV;2019,0;4,0;CURETAGEM;26,0
MOV;2019,0;4,0;FORCEPS CESAREA;2,0
MOV;2019,0;4,0;FORCEPS NORMAL;13,0
MOV;2019,0;4,0;PARTO GEMELAR CESARIANA;1,0
MOV;2019,0;4,0;PARTO GEMELAR NORMAL;2,0
MOV;2019,0;4,0;PARTO NORMAL;180,0
MOV;2019,0;5,0;CESAREAS;77,0
MOV;2019,0;5,0;CIRURGIA GINECOLÓGICA;46,0
MOV;2019,0;5,0;CURETAGEM;24,0
MOV;2019,0;5,0;FORCEPS NORMAL;9,0
MOV;2019,0;5,0;PARTO GEMELAR CESARIANA;3,0
MOV;2019,0;5,0;PARTO NORMAL;207,0
MOV;2019,0;6,0;CESAREAS;85,0
MOV;2019,0;6,0;CIRURGIA GINECOLÓGICA;59,0
MOV;2019,0;6,0;CURETAGEM;23,0
MOV;2019,0;6,0;FORCEPS CESAREA;2,0
MOV;2019,0;6,0;FORCEPS NORMAL;8,0
MOV;2019,0;6,0;PARTO NORMAL;158,0
MOV;2019,0;7,0;CESAREAS;70,0
MOV;2019,0;7,0;CIRURGIA GINECOLÓGICA;58,0
MOV;2019,0;7,0;CURETAGEM;29,0
MOV;2019,0;7,0;FORCEPS NORMAL;3,0
MOV;2019,0;7,0;PARTO GEMELAR CESARIANA;2,0
MOV;2019,0;7,0;PARTO GEMELAR NORMAL;1,0
MOV;2019,0;7,0;PARTO NORMAL;194,0
MOV;2019,0;8,0;CESAREAS;74,0
MOV;2019,0;8,0;CIRURGIA GINECOLÓGICA;64,0
MOV;2019,0;8,0;CURETAGEM;22,0
MOV;2019,0;8,0;FORCEPS NORMAL;4,0
MOV;2019,0;8,0;PARTO GEMELAR CESARIANA;1,0
MOV;2019,0;8,0;PARTO GEMELAR NORMAL;2,0
MOV;2019,0;8,0;PARTO NORMAL;191,0
MOV;2019,0;9,0;CESAREAS;75,0
MOV;2019,0;9,0;CIRURGIA GINECOLÓGICA;58,0
MOV;2019,0;9,0;CURETAGEM;24,0
MOV;2019,0;9,0;FORCEPS CESAREA;1,0
MOV;2019,0;9,0;FORCEPS NORMAL;9,0
MOV;2019,0;9,0;PARTO GEMELAR CESARIANA;1,0
MOV;2019,0;9,0;PARTO GEMELAR NORMAL;1,0
MOV;2019,0;9,0;PARTO NORMAL;190,0
MOV;2019,0;10,0;CESAREAS;70,0
MOV;2019,0;10,0;CIRURGIA GINECOLÓGICA;61,0
MOV;2019,0;10,0;CURETAGEM;27,0
MOV;2019,0;10,0;FORCEPS NORMAL;4,0
MOV;2019,0;10,0;PARTO GEMELAR CESARIANA;1,0
MOV;2019,0;10,0;PARTO GEMELAR NORMAL;1,0
MOV;2019,0;10,0;PARTO NORMAL;199,0
MOV;2019,0;11,0;CESAREAS;82,0
MOV;2019,0;11,0;CIRURGIA GINECOLÓGICA;50,0
MOV;2019,0;11,0;CURETAGEM;22,0
MOV;2019,0;11,0;FORCEPS NORMAL;9,0
MOV;2019,0;11,0;PARTO GEMELAR CESARIANA;2,0
MOV;2019,0;11,0;PARTO NORMAL;188,0
MOV;2019,0;12,0;CESAREAS;70,0
MOV;2019,0;12,0;CIRURGIA GINECOLÓGICA;35,0
MOV;2019,0;12,0;CURETAGEM;17,0
MOV;2019,0;12,0;FORCEPS NORMAL;5,0
MOV;2019,0;12,0;PARTO NORMAL;187,0
MOV;2020,0;1,0;CESAREAS;68,0
MOV;2020,0;1,0;CIRURGIA GINECOLÓGICA;35,0
MOV;2020,0;1,0;CURETAGEM;21,0
MOV;2020,0;1,0;FORCEPS CESAREA;3,0
MOV;2020,0;1,0;FORCEPS NORMAL;4,0
MOV;2020,0;1,0;PARTO GEMELAR CESARIANA;1,0
MOV;2020,0;1,0;PARTO GEMELAR NORMAL;1,0
MOV;2020,0;1,0;PARTO NORMAL;180,0
MOV;2020,0;2,0;CESAREAS;67,0
MOV;2020,0;2,0;CIRURGIA GINECOLÓGICA;46,0
MOV;2020,0;2,0;CURETAGEM;22,0
MOV;2020,0;2,0;FORCEPS CESAREA;1,0
MOV;2020,0;2,0;FORCEPS NORMAL;5,0
MOV;2020,0;2,0;PARTO GEMELAR CESARIANA;4,0
MOV;2020,0;2,0;PARTO GEMELAR NORMAL;1,0
MOV;2020,0;2,0;PARTO NORMAL;183,0
MOV;2020,0;3,0;CESAREAS;74,0
MOV;2020,0;3,0;CIRURGIA GINECOLÓGICA;41,0
MOV;2020,0;3,0;CURETAGEM;15,0
MOV;2020,0;3,0;FORCEPS NORMAL;16,0
MOV;2020,0;3,0;PARTO GEMELAR CESARIANA;1,0
MOV;2020,0;3,0;PARTO NORMAL;181,0
MOV;2020,0;4,0;CESAREAS;97,0
MOV;2020,0;4,0;CIRURGIA GINECOLÓGICA;41,0
MOV;2020,0;4,0;CURETAGEM;13,0
MOV;2020,0;4,0;FORCEPS CESAREA;1,0
MOV;2020,0;4,0;FORCEPS NORMAL;11,0
MOV;2020,0;4,0;PARTO GEMELAR CESARIANA;3,0
MOV;2020,0;4,0;PARTO NORMAL;171,0
MOV;2020,0;5,0;CESAREAS;109,0
MOV;2020,0;5,0;CIRURGIA GINECOLÓGICA;1,0
MOV;2020,0;5,0;CURETAGEM;12,0
MOV;2020,0;5,0;FORCEPS NORMAL;5,0
MOV;2020,0;5,0;PARTO GEMELAR CESARIANA;3,0
MOV;2020,0;5,0;PARTO NORMAL;188,0
MOV;2020,0;6,0;CESAREAS;89,0
MOV;2020,0;6,0;CIRURGIA GINECOLÓGICA;22,0
MOV;2020,0;6,0;CURETAGEM;19,0
MOV;2020,0;6,0;FORCEPS NORMAL;11,0
MOV;2020,0;6,0;PARTO GEMELAR CESARIANA;2,0
MOV;2020,0;6,0;PARTO NORMAL;183,0
MOV;2020,0;7,0;CESAREAS;77,0
MOV;2020,0;7,0;CURETAGEM;22,0
MOV;2020,0;7,0;FORCEPS NORMAL;13,0
MOV;2020,0;7,0;PARTO GEMELAR NORMAL;1,0
MOV;2020,0;7,0;PARTO NORMAL;190,0
MOV;2020,0;8,0;CESAREAS;72,0
MOV;2020,0;8,0;CIRURGIA GINECOLÓGICA;1,0
MOV;2020,0;8,0;CURETAGEM;20,0
MOV;2020,0;8,0;FORCEPS CESAREA;1,0
MOV;2020,0;8,0;FORCEPS NORMAL;6,0
MOV;2020,0;8,0;PARTO GEMELAR CESARIANA;1,0
MOV;2020,0;8,0;PARTO NORMAL;196,0
MOV;2020,0;9,0;CESAREAS;85,0
MOV;2020,0;9,0;CIRURGIA GINECOLÓGICA;1,0
MOV;2020,0;9,0;CURETAGEM;32,0
MOV;2020,0;9,0;FORCEPS CESAREA;3,0
MOV;2020,0;9,0;FORCEPS NORMAL;5,0
MOV;2020,0;9,0;PARTO GEMELAR CESARIANA;2,0
MOV;2020,0;9,0;PARTO GEMELAR NORMAL;1,0
MOV;2020,0;9,0;PARTO NORMAL;173,0
MOV;2020,0;10,0;CESAREAS;73,0
MOV;2020,0;10,0;CIRURGIA GINECOLÓGICA;22,0
MOV;2020,0;10,0;CURETAGEM;20,0
MOV;2020,0;10,0;FORCEPS CESAREA;1,0
MOV;2020,0;10,0;FORCEPS NORMAL;6,0
MOV;2020,0;10,0;PARTO GEMELAR CESARIANA;3,0
MOV;2020,0;10,0;PARTO NORMAL;164,0
MOV;2020,0;11,0;CESAREAS;87,0
MOV;2020,0;11,0;CIRURGIA GINECOLÓGICA;16,0
MOV;2020,0;11,0;CURETAGEM;29,0
MOV;2020,0;11,0;FORCEPS NORMAL;4,0
MOV;2020,0;11,0;PARTO GEMELAR CESARIANA;5,0
MOV;2020,0;11,0;PARTO GEMELAR NORMAL;1,0
MOV;2020,0;11,0;PARTO NORMAL;175,0
MOV;2020,0;12,0;CESAREAS;82,0
MOV;2020,0;12,0;CIRURGIA GINECOLÓGICA;12,0
MOV;2020,0;12,0;CURETAGEM;22,0
MOV;2020,0;12,0;FORCEPS CESAREA;1,0
MOV;2020,0;12,0;FORCEPS NORMAL;4,0
MOV;2020,0;12,0;PARTO GEMELAR CESARIANA;2,0
MOV;2020,0;12,0;PARTO NORMAL;171,0
MOV;2021,0;1,0;CESAREAS;75,0
MOV;2021,0;1,0;CIRURGIA GINECOLÓGICA;10,0
MOV;2021,0;1,0;CURETAGEM;23,0
MOV;2021,0;1,0;FORCEPS CESAREA;1,0
MOV;2021,0;1,0;FORCEPS NORMAL;6,0
MOV;2021,0;1,0;PARTO GEMELAR CESARIANA;4,0
MOV;2021,0;1,0;PARTO GEMELAR NORMAL;1,0
MOV;2021,0;1,0;PARTO NORMAL;168,0
MOV;2021,0;2,0;CESAREAS;86,0
MOV;2021,0;2,0;CIRURGIA GINECOLÓGICA;23,0
MOV;2021,0;2,0;CURETAGEM;24,0
MOV;2021,0;2,0;FORCEPS NORMAL;4,0
MOV;2021,0;2,0;PARTO GEMELAR CESARIANA;3,0
MOV;2021,0;2,0;PARTO NORMAL;164,0
MOV;2021,0;3,0;CESAREAS;82,0
MOV;2021,0;3,0;CIRURGIA GINECOLÓGICA;35,0
MOV;2021,0;3,0;CURETAGEM;17,0
MOV;2021,0;3,0;FORCEPS NORMAL;4,0
MOV;2021,0;3,0;PARTO GEMELAR CESARIANA;2,0
MOV;2021,0;3,0;PARTO GEMELAR NORMAL;1,0
MOV;2021,0;3,0;PARTO NORMAL;200,0
MOV;2021,0;4,0;CESAREAS;88,0
MOV;2021,0;4,0;CIRURGIA GINECOLÓGICA;3,0
MOV;2021,0;4,0;CURETAGEM;9,0
MOV;2021,0;4,0;FORCEPS CESAREA;1,0
MOV;2021,0;4,0;FORCEPS NORMAL;8,0
MOV;2021,0;4,0;PARTO GEMELAR CESARIANA;4,0
MOV;2021,0;4,0;PARTO NORMAL;193,0
MOV;2021,0;5,0;CESAREAS;108,0
MOV;2021,0;5,0;CIRURGIA GINECOLÓGICA;1,0
MOV;2021,0;5,0;CURETAGEM;15,0
MOV;2021,0;5,0;FORCEPS NORMAL;12,0
MOV;2021,0;5,0;PARTO GEMELAR NORMAL;1,0
MOV;2021,0;5,0;PARTO NORMAL;197,0
MOV;2021,0;6,0;CESAREAS;98,0
MOV;2021,0;6,0;CIRURGIA GINECOLÓGICA;39,0
MOV;2021,0;6,0;CURETAGEM;7,0
MOV;2021,0;6,0;FORCEPS CESAREA;1,0
MOV;2021,0;6,0;FORCEPS NORMAL;8,0
MOV;2021,0;6,0;PARTO GEMELAR CESARIANA;1,0
MOV;2021,0;6,0;PARTO NORMAL;190,0
MOV;2021,0;7,0;CESAREAS;97,0
MOV;2021,0;7,0;CIRURGIA GINECOLÓGICA;32,0
MOV;2021,0;7,0;CURETAGEM;19,0
MOV;2021,0;7,0;FORCEPS NORMAL;4,0
MOV;2021,0;7,0;PARTO GEMELAR CESARIANA;2,0
MOV;2021,0;7,0;PARTO GEMELAR NORMAL;2,0
MOV;2021,0;7,0;PARTO NORMAL;189,0
MOV;2021,0;8,0;CESAREAS;103,0
MOV;2021,0;8,0;CIRURGIA GINECOLÓGICA;45,0
MOV;2021,0;8,0;CURETAGEM;28,0
MOV;2021,0;8,0;FORCEPS NORMAL;13,0
MOV;2021,0;8,0;PARTO GEMELAR CESARIANA;4,0
MOV;2021,0;8,0;PARTO NORMAL;191,0
MOV;2021,0;9,0;CESAREAS;102,0
MOV;2021,0;9,0;CIRURGIA GINECOLÓGICA;33,0
MOV;2021,0;9,0;CURETAGEM;24,0
MOV;2021,0;9,0;FORCEPS NORMAL;4,0
MOV;2021,0;9,0;PARTO GEMELAR NORMAL;1,0
MOV;2021,0;9,0;PARTO NORMAL;170,0
MOV;2021,0;10,0;CESAREAS;72,0
MOV;2021,0;10,0;CIRURGIA GINECOLÓGICA;24,0
MOV;2021,0;10,0;CURETAGEM;19,0
MOV;2021,0;10,0;FORCEPS NORMAL;6,0
MOV;2021,0;10,0;PARTO GEMELAR CESARIANA;1,0
MOV;2021,0;10,0;PARTO GEMELAR NORMAL;1,0
MOV;2021,0;10,0;PARTO NORMAL;156,0
MOV;2021,0;11,0;CESAREAS;76,0
MOV;2021,0;11,0;CIRURGIA GINECOLÓGICA;39,0
MOV;2021,0;11,0;CURETAGEM;24,0
MOV;2021,0;11,0;FORCEPS NORMAL;7,0
MOV;2021,0;11,0;PARTO GEMELAR CESARIANA;2,0
MOV;2021,0;11,0;PARTO GEMELAR NORMAL;1,0
MOV;2021,0;11,0;PARTO NORMAL;183,0
MOV;2021,0;12,0;CESAREAS;73,0
MOV;2021,0;12,0;CIRURGIA GINECOLÓGICA;37,0
MOV;2021,0;12,0;CURETAGEM;25,0
MOV;2021,0;12,0;FORCEPS NORMAL;20,0
MOV;2021,0;12,0;PARTO GEMELAR NORMAL;1,0
MOV;2021,0;12,0;PARTO NORMAL;141,0
MOV;2022,0;1,0;CESAREAS;70,0
MOV;2022,0;1,0;CIRURGIA GINECOLÓGICA;11,0
MOV;2022,0;1,0;CURETAGEM;19,0
MOV;2022,0;1,0;FORCEPS NORMAL;7,0
MOV;2022,0;1,0;PARTO GEMELAR CESARIANA;2,0
MOV;2022,0;1,0;PARTO GEMELAR NORMAL;1,0
MOV;2022,0;1,0;PARTO NORMAL;165,0
MOV;2022,0;2,0;CESAREAS;68,0
MOV;2022,0;2,0;CIRURGIA GINECOLÓGICA;16,0
MOV;2022,0;2,0;CURETAGEM;17,0
MOV;2022,0;2,0;FORCEPS NORMAL;3,0
MOV;2022,0;2,0;PARTO GEMELAR CESARIANA;3,0
MOV;2022,0;2,0;PARTO GEMELAR NORMAL;1,0
MOV;2022,0;2,0;PARTO NORMAL;149,0
MOV;2022,0;3,0;CESAREAS;82,0
MOV;2022,0;3,0;CIRURGIA GINECOLÓGICA;69,0
MOV;2022,0;3,0;CURETAGEM;14,0
MOV;2022,0;3,0;FORCEPS NORMAL;5,0
MOV;2022,0;3,0;PARTO GEMELAR CESARIANA;1,0
MOV;2022,0;3,0;PARTO NORMAL;190,0
MOV;2022,0;4,0;CESAREAS;63,0
MOV;2022,0;4,0;CIRURGIA GINECOLÓGICA;29,0
MOV;2022,0;4,0;CURETAGEM;17,0
MOV;2022,0;4,0;FORCEPS NORMAL;3,0
MOV;2022,0;4,0;PARTO GEMELAR CESARIANA;1,0
MOV;2022,0;4,0;PARTO NORMAL;169,0
MOV;2022,0;5,0;CESAREAS;84,0
MOV;2022,0;5,0;CIRURGIA GINECOLÓGICA;49,0
MOV;2022,0;5,0;CURETAGEM;7,0
MOV;2022,0;5,0;FORCEPS NORMAL;17,0
MOV;2022,0;5,0;PARTO GEMELAR CESARIANA;4,0
MOV;2022,0;5,0;PARTO NORMAL;172,0
MOV;2022,0;6,0;CESAREAS;71,0
MOV;2022,0;6,0;CIRURGIA GINECOLÓGICA;54,0
MOV;2022,0;6,0;CURETAGEM;20,0
MOV;2022,0;6,0;FORCEPS NORMAL;6,0
MOV;2022,0;6,0;PARTO GEMELAR CESARIANA;2,0
MOV;2022,0;6,0;PARTO NORMAL;174,0
MOV;2022,0;7,0;CESAREAS;90,0
MOV;2022,0;7,0;CIRURGIA GINECOLÓGICA;53,0
MOV;2022,0;7,0;CURETAGEM;20,0
MOV;2022,0;7,0;FORCEPS NORMAL;6,0
MOV;2022,0;7,0;PARTO GEMELAR CESARIANA;2,0
MOV;2022,0;7,0;PARTO NORMAL;167,0
MOV;2022,0;8,0;CESAREAS;79,0
MOV;2022,0;8,0;CIRURGIA GINECOLÓGICA;38,0
MOV;2022,0;8,0;CURETAGEM;20,0
MOV;2022,0;8,0;FORCEPS NORMAL;4,0
MOV;2022,0;8,0;PARTO GEMELAR CESARIANA;2,0
MOV;2022,0;8,0;PARTO GEMELAR NORMAL;2,0
MOV;2022,0;8,0;PARTO NORMAL;152,0
MOV;2022,0;9,0;CESAREAS;78,0
MOV;2022,0;9,0;CIRURGIA GINECOLÓGICA;22,0
MOV;2022,0;9,0;CURETAGEM;22,0
MOV;2022,0;9,0;FORCEPS NORMAL;4,0
MOV;2022,0;9,0;PARTO GEMELAR CESARIANA;2,0
MOV;2022,0;9,0;PARTO GEMELAR NORMAL;2,0
MOV;2022,0;9,0;PARTO NORMAL;151,0
MOV;2022,0;10,0;CESAREAS;88,0
MOV;2022,0;10,0;CIRURGIA GINECOLÓGICA;3,0
MOV;2022,0;10,0;CURETAGEM;22,0
MOV;2022,0;10,0;FORCEPS NORMAL;8,0
MOV;2022,0;10,0;PARTO GEMELAR CESARIANA;5,0
MOV;2022,0;10,0;PARTO NORMAL;135,0
MOV;2022,0;11,0;CESAREAS;96,0
MOV;2022,0;11,0;CIRURGIA GINECOLÓGICA;9,0
MOV;2022,0;11,0;CURETAGEM;16,0
MOV;2022,0;11,0;FORCEPS NORMAL;5,0
MOV;2022,0;11,0;PARTO GEMELAR CESARIANA;7,0
MOV;2022,0;11,0;PARTO NORMAL;137,0
MOV;2022,0;12,0;CESAREAS;93,0
MOV;2022,0;12,0;CURETAGEM;15,0
MOV;2022,0;12,0;FORCEPS NORMAL;7,0
MOV;2022,0;12,0;PARTO GEMELAR CESARIANA;4,0
MOV;2022,0;12,0;PARTO GEMELAR NORMAL;1,0
MOV;2022,0;12,0;PARTO NORMAL;176,0
MOV;2023,0;1,0;CESAREAS;110,0
MOV;2023,0;1,0;CURETAGEM;15,0
MOV;2023,0;1,0;FORCEPS NORMAL;4,0
MOV;2023,0;1,0;PARTO GEMELAR CESARIANA;4,0
MOV;2023,0;1,0;PARTO GEMELAR NORMAL;1,0
MOV;2023,0;1,0;PARTO NORMAL;155,0
MOV;2023,0;2,0;CESAREAS;95,0
MOV;2023,0;2,0;CIRURGIA GINECOLÓGICA;1,0
MOV;2023,0;2,0;CURETAGEM;10,0
MOV;2023,0;2,0;FORCEPS NORMAL;8,0
MOV;2023,0;2,0;PARTO GEMELAR CESARIANA;3,0
MOV;2023,0;2,0;PARTO NORMAL;164,0
MOV;2023,0;3,0;CESAREAS;119,0
MOV;2023,0;3,0;CIRURGIA GINECOLÓGICA;11,0
MOV;2023,0;3,0;CURETAGEM;11,0
MOV;2023,0;3,0;FORCEPS NORMAL;5,0
MOV;2023,0;3,0;PARTO GEMELAR CESARIANA;8,0
MOV;2023,0;3,0;PARTO NORMAL;182,0
MOV;2023,0;4,0;CESAREAS;93,0
MOV;2023,0;4,0;CIRURGIA GINECOLÓGICA;24,0
MOV;2023,0;4,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;2,0
MOV;2023,0;4,0;CURETAGEM;11,0
MOV;2023,0;4,0;CURETAGEM UTERINA EM MOLA HIDATIFORME;1,0
MOV;2023,0;4,0;HISTERECTOMIA TOTAL;3,0
MOV;2023,0;4,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;7,0
MOV;2023,0;4,0;LAQUEADURA TUBARIA;6,0
MOV;2023,0;4,0;OPERAÇÃO CESARIANA;35,0
MOV;2023,0;4,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;5,0
MOV;2023,0;4,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;32,0
MOV;2023,0;4,0;PARTO GEMELAR CESARIANA;1,0
MOV;2023,0;4,0;PARTO NORMAL;131,0
MOV;2023,0;4,0;PARTO NORMAL;176,0
MOV;2023,0;4,0;PARTO NORMAL EM CENTRO DE PARTO NORMAL (CPN);2,0
MOV;2023,0;4,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;33,0
MOV;2023,0;4,0;SALPINGECTOMIA VIDEOLAPAROSCOPICA;1,0
MOV;2023,0;5,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;2,0
MOV;2023,0;5,0;CURETAGEM UTERINA EM MOLA HIDATIFORME;1,0
MOV;2023,0;5,0;DILATACAO DE COLO DO UTERO;1,0
MOV;2023,0;5,0;HISTERECTOMIA (POR VIA VAGINAL);2,0
MOV;2023,0;5,0;HISTERECTOMIA TOTAL;7,0
MOV;2023,0;5,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;20,0
MOV;2023,0;5,0;LAQUEADURA TUBARIA;9,0
MOV;2023,0;5,0;MARSUPIALIZACAO DE GLÂNDULA DE BARTOLIN;1,0
MOV;2023,0;5,0;MIOMECTOMIA;2,0
MOV;2023,0;5,0;OOFORECTOMIA / OOFOROPLASTIA;1,0
MOV;2023,0;5,0;OPERAÇÃO CESARIANA;49,0
MOV;2023,0;5,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;8,0
MOV;2023,0;5,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;35,0
MOV;2023,0;5,0;PARTO NORMAL;160,0
MOV;2023,0;5,0;PARTO NORMAL EM CENTRO DE PARTO NORMAL (CPN);2,0
MOV;2023,0;5,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;15,0
MOV;2023,0;5,0;SALPINGECTOMIA UNI / BILATERAL;1,0
MOV;2023,0;6,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;7,0
MOV;2023,0;6,0;COLPOPERINEOPLASTIA POSTERIOR;1,0
MOV;2023,0;6,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;2,0
MOV;2023,0;6,0;CURETAGEM UTERINA EM MOLA HIDATIFORME;2,0
MOV;2023,0;6,0;EXERESE DE CISTO VAGINAL;1,0
MOV;2023,0;6,0;EXTIRPACAO DE LESAO DE VULVA / PERINEO (POR ELETROCOAGULACAO OU FULGURACAO);2,0
MOV;2023,0;6,0;HISTERECTOMIA TOTAL;12,0
MOV;2023,0;6,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;22,0
MOV;2023,0;6,0;LAQUEADURA TUBARIA;8,0
MOV;2023,0;6,0;MIOMECTOMIA;1,0
MOV;2023,0;6,0;MIOMECTOMIA VIDEOLAPAROSCOPICA;1,0
MOV;2023,0;6,0;OPERAÇÃO CESARIANA;45,0
MOV;2023,0;6,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;12,0
MOV;2023,0;6,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;30,0
MOV;2023,0;6,0;PARTO NORMAL;174,0
MOV;2023,0;6,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;13,0
MOV;2023,0;6,0;SALPINGECTOMIA UNI / BILATERAL;1,0
MOV;2023,0;6,0;SALPINGECTOMIA VIDEOLAPAROSCOPICA;3,0
MOV;2023,0;6,0;TRATAMENTO CIRURGICO DE INCONTINÊNCIA URINÁRIA POR VIA VAGINAL;1,0
MOV;2023,0;6,0;VULVECTOMIA SIMPLES;1,0
MOV;2023,0;7,0;CERCLAGEM DE COLO DO UTERO;5,0
MOV;2023,0;7,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;7,0
MOV;2023,0;7,0;COLPOPERINEORRAFIA NAO OBSTETRICA;1,0
MOV;2023,0;7,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;1,0
MOV;2023,0;7,0;CURETAGEM UTERINA EM MOLA HIDATIFORME;2,0
MOV;2023,0;7,0;DILATACAO DE COLO DO UTERO;1,0
MOV;2023,0;7,0;HISTERECTOMIA TOTAL;8,0
MOV;2023,0;7,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;12,0
MOV;2023,0;7,0;LAQUEADURA TUBARIA;7,0
MOV;2023,0;7,0;MIOMECTOMIA VIDEOLAPAROSCOPICA;1,0
MOV;2023,0;7,0;OOFORECTOMIA / OOFOROPLASTIA;1,0
MOV;2023,0;7,0;OPERAÇÃO CESARIANA;45,0
MOV;2023,0;7,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;9,0
MOV;2023,0;7,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;34,0
MOV;2023,0;7,0;PARTO NORMAL;156,0
MOV;2023,0;7,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;13,0
MOV;2023,0;7,0;SALPINGECTOMIA VIDEOLAPAROSCOPICA;1,0
MOV;2023,0;7,0;SALPINGOPLASTIA VIDEOLAPAROSCOPICA;1,0
MOV;2023,0;8,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;2,0
MOV;2023,0;8,0;COLPOPERINEOPLASTIA POSTERIOR;1,0
MOV;2023,0;8,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;1,0
MOV;2023,0;8,0;DILATACAO DE COLO DO UTERO;2,0
MOV;2023,0;8,0;EXCISÃO TIPO 3 DO COLO UTERINO;1,0
MOV;2023,0;8,0;EXERESE DE POLIPO DE UTERO;1,0
MOV;2023,0;8,0;EXTIRPACAO DE LESAO DE VULVA / PERINEO (POR ELETROCOAGULACAO OU FULGURACAO);1,0
MOV;2023,0;8,0;HISTERECTOMIA TOTAL;5,0
MOV;2023,0;8,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;15,0
MOV;2023,0;8,0;LAQUEADURA TUBARIA;10,0
MOV;2023,0;8,0;MARSUPIALIZACAO DE GLÂNDULA DE BARTOLIN;1,0
MOV;2023,0;8,0;MIOMECTOMIA;2,0
MOV;2023,0;8,0;OPERAÇÃO CESARIANA;50,0
MOV;2023,0;8,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;19,0
