unidade;ano;mes;tipo_procedimento;qtde_procedimento
HRJP;2021,0;12,0;PARTO GEMELAR CESARIANA;1,0
HRJP;2021,0;12,0;PARTO NORMAL;53,0
HRJP;2022,0;1,0;CESAREAS;54,0
HRJP;2022,0;1,0;CIRURGIA GINECOLÓGICA;4,0
HRJP;2022,0;1,0;CURETAGEM;2,0
HRJP;2022,0;1,0;PARTO GEMELAR CESARIANA;1,0
HRJP;2022,0;1,0;PARTO GEMELAR NORMAL;1,0
HRJP;2022,0;1,0;PARTO NORMAL;68,0
HRJP;2022,0;2,0;CESAREAS;51,0
HRJP;2022,0;2,0;CIRURGIA GINECOLÓGICA;8,0
HRJP;2022,0;2,0;CURETAGEM;4,0
HRJP;2022,0;2,0;PARTO NORMAL;59,0
HRJP;2022,0;3,0;CESAREAS;53,0
HRJP;2022,0;3,0;CIRURGIA GINECOLÓGICA;7,0
HRJP;2022,0;3,0;CURETAGEM;1,0
HRJP;2022,0;3,0;PARTO GEMELAR NORMAL;1,0
HRJP;2022,0;3,0;PARTO NORMAL;62,0
HRJP;2022,0;4,0;CESAREAS;58,0
HRJP;2022,0;4,0;CIRURGIA GINECOLÓGICA;8,0
HRJP;2022,0;4,0;CURETAGEM;2,0
HRJP;2022,0;4,0;PARTO GEMELAR CESARIANA;1,0
HRJP;2022,0;4,0;PARTO GEMELAR NORMAL;1,0
HRJP;2022,0;4,0;PARTO NORMAL;68,0
HRJP;2022,0;5,0;CESAREAS;54,0
HRJP;2022,0;5,0;CIRURGIA GINECOLÓGICA;10,0
HRJP;2022,0;5,0;CURETAGEM;3,0
HRJP;2022,0;5,0;PARTO GEMELAR CESARIANA;2,0
HRJP;2022,0;5,0;PARTO NORMAL;63,0
HRJP;2022,0;6,0;CESAREAS;47,0
HRJP;2022,0;6,0;CIRURGIA GINECOLÓGICA;10,0
HRJP;2022,0;6,0;CURETAGEM;1,0
HRJP;2022,0;6,0;PARTO GEMELAR CESARIANA;3,0
HRJP;2022,0;6,0;PARTO NORMAL;58,0
HRJP;2022,0;7,0;CESAREAS;62,0
HRJP;2022,0;7,0;CIRURGIA GINECOLÓGICA;25,0
HRJP;2022,0;7,0;CURETAGEM;4,0
HRJP;2022,0;7,0;PARTO NORMAL;56,0
HRJP;2022,0;8,0;CESAREAS;44,0
HRJP;2022,0;8,0;CIRURGIA GINECOLÓGICA;9,0
HRJP;2022,0;8,0;CURETAGEM;1,0
HRJP;2022,0;8,0;PARTO NORMAL;55,0
HRJP;2022,0;9,0;CESAREAS;40,0
HRJP;2022,0;9,0;CIRURGIA GINECOLÓGICA;10,0
HRJP;2022,0;9,0;CURETAGEM;2,0
HRJP;2022,0;9,0;PARTO GEMELAR CESARIANA;3,0
HRJP;2022,0;9,0;PARTO GEMELAR NORMAL;1,0
HRJP;2022,0;9,0;PARTO NORMAL;60,0
HRJP;2022,0;10,0;CESAREAS;32,0
HRJP;2022,0;10,0;CIRURGIA GINECOLÓGICA;12,0
HRJP;2022,0;10,0;CURETAGEM;1,0
HRJP;2022,0;10,0;PARTO GEMELAR CESARIANA;1,0
HRJP;2022,0;10,0;PARTO GEMELAR NORMAL;1,0
HRJP;2022,0;10,0;PARTO NORMAL;49,0
HRJP;2022,0;11,0;CESAREAS;37,0
HRJP;2022,0;11,0;CIRURGIA GINECOLÓGICA;1,0
HRJP;2022,0;11,0;CURETAGEM;3,0
HRJP;2022,0;11,0;PARTO GEMELAR CESARIANA;1,0
HRJP;2022,0;11,0;PARTO GEMELAR NORMAL;4,0
HRJP;2022,0;11,0;PARTO NORMAL;54,0
HRJP;2022,0;12,0;CESAREAS;60,0
HRJP;2022,0;12,0;CIRURGIA GINECOLÓGICA;7,0
HRJP;2022,0;12,0;CURETAGEM;2,0
HRJP;2022,0;12,0;PARTO GEMELAR CESARIANA;1,0
HRJP;2022,0;12,0;PARTO NORMAL;49,0
HRJP;2023,0;1,0;CESAREAS;49,0
HRJP;2023,0;1,0;CIRURGIA GINECOLÓGICA;1,0
HRJP;2023,0;1,0;CURETAGEM;1,0
HRJP;2023,0;1,0;PARTO GEMELAR CESARIANA;5,0
HRJP;2023,0;1,0;PARTO GEMELAR NORMAL;3,0
HRJP;2023,0;1,0;PARTO NORMAL;52,0
HRJP;2023,0;2,0;CESAREAS;43,0
HRJP;2023,0;2,0;CIRURGIA GINECOLÓGICA;2,0
HRJP;2023,0;2,0;PARTO GEMELAR CESARIANA;1,0
HRJP;2023,0;2,0;PARTO NORMAL;53,0
HRJP;2023,0;3,0;CESAREAS;50,0
HRJP;2023,0;3,0;CIRURGIA GINECOLÓGICA;2,0
HRJP;2023,0;3,0;CURETAGEM;9,0
HRJP;2023,0;3,0;PARTO NORMAL;75,0
HRJP;2023,0;4,0;CESAREAS;50,0
HRJP;2023,0;4,0;CIRURGIA GINECOLÓGICA;5,0
HRJP;2023,0;4,0;CURETAGEM;7,0
HRJP;2023,0;4,0;PARTO GEMELAR CESARIANA;2,0
HRJP;2023,0;4,0;PARTO NORMAL;66,0
HRJP;2023,0;5,0;CESAREAS;56,0
HRJP;2023,0;5,0;CIRURGIA GINECOLÓGICA;1,0
HRJP;2023,0;5,0;CURETAGEM;4,0
HRJP;2023,0;5,0;PARTO GEMELAR CESARIANA;2,0
HRJP;2023,0;5,0;PARTO GEMELAR NORMAL;2,0
HRJP;2023,0;5,0;PARTO NORMAL;54,0
HRJP;2023,0;6,0;CESAREAS;63,0
HRJP;2023,0;6,0;CIRURGIA GINECOLÓGICA;1,0
HRJP;2023,0;6,0;CURETAGEM;4,0
HRJP;2023,0;6,0;PARTO GEMELAR CESARIANA;2,0
HRJP;2023,0;6,0;PARTO NORMAL;44,0
HRJP;2023,0;7,0;CESAREAS;54,0
HRJP;2023,0;7,0;CIRURGIA GINECOLÓGICA;7,0
HRJP;2023,0;7,0;CURETAGEM;3,0
HRJP;2023,0;7,0;PARTO GEMELAR CESARIANA;2,0
HRJP;2023,0;7,0;PARTO GEMELAR NORMAL;1,0
HRJP;2023,0;7,0;PARTO NORMAL;53,0
HRJP;2023,0;8,0;CESAREAS;47,0
HRJP;2023,0;8,0;CIRURGIA GINECOLÓGICA;1,0
HRJP;2023,0;8,0;CURETAGEM;3,0
HRJP;2023,0;8,0;PARTO GEMELAR CESARIANA;1,0
HRJP;2023,0;8,0;PARTO NORMAL;46,0
HRJP;2023,0;9,0;CESAREAS;51,0
HRJP;2023,0;9,0;CIRURGIA GINECOLÓGICA;1,0
HRJP;2023,0;9,0;CURETAGEM;5,0
HRJP;2023,0;9,0;FORCEPS NORMAL;1,0
HRJP;2023,0;9,0;PARTO GEMELAR CESARIANA;3,0
HRJP;2023,0;9,0;PARTO NORMAL;43,0
HRJP;2023,0;10,0;CESAREAS;58,0
HRJP;2023,0;10,0;CIRURGIA GINECOLÓGICA;1,0
HRJP;2023,0;10,0;CURETAGEM;7,0
HRJP;2023,0;10,0;PARTO GEMELAR CESARIANA;2,0
HRJP;2023,0;10,0;PARTO NORMAL;49,0
HRJP;2023,0;11,0;CESAREAS;50,0
HRJP;2023,0;11,0;CIRURGIA GINECOLÓGICA;1,0
HRJP;2023,0;11,0;CURETAGEM;3,0
HRJP;2023,0;11,0;PARTO GEMELAR CESARIANA;4,0
HRJP;2023,0;11,0;PARTO NORMAL;66,0
HRJP;2023,0;12,0;CESAREAS;67,0
HRJP;2023,0;12,0;CURETAGEM;3,0
HRJP;2023,0;12,0;PARTO GEMELAR NORMAL;1,0
HRJP;2023,0;12,0;PARTO NORMAL;37,0
HRJP;2024,0;1,0;CESAREAS;53,0
HRJP;2024,0;1,0;CURETAGEM;3,0
HRJP;2024,0;1,0;OPERAÇÃO CESARIANA;1,0
HRJP;2024,0;1,0;PARTO GEMELAR CESARIANA;1,0
HRJP;2024,0;1,0;PARTO GEMELAR NORMAL;1,0
HRJP;2024,0;1,0;PARTO NORMAL;59,0
HRJP;2024,0;2,0;CESAREAS;54,0
HRJP;2024,0;2,0;CIRURGIA GINECOLÓGICA;15,0
HRJP;2024,0;2,0;CURETAGEM;3,0
HRJP;2024,0;2,0;PARTO NORMAL;44,0
HRJP;2024,0;2,0;PARTO NORMAL EM CENTRO DE PARTO NORMAL (CPN);1,0
HRJP;2024,0;3,0;CESAREAS;43,0
HRJP;2024,0;3,0;CURETAGEM;4,0
HRJP;2024,0;3,0;PARTO GEMELAR CESARIANA;2,0
HRJP;2024,0;3,0;PARTO NORMAL;54,0
HRJP;2024,0;4,0;CESAREAS;58,0
HRJP;2024,0;4,0;CIRURGIA GINECOLÓGICA;1,0
HRJP;2024,0;4,0;CURETAGEM;1,0
HRJP;2024,0;4,0;PARTO NORMAL;1,0
HRJP;2024,0;4,0;PARTO NORMAL;54,0
HRJP;2024,0;5,0;CESAREAS;50,0
HRJP;2024,0;5,0;CURETAGEM;3,0
HRJP;2024,0;5,0;OPERAÇÃO CESARIANA;1,0
HRJP;2024,0;5,0;PARTO GEMELAR CESARIANA;2,0
HRJP;2024,0;5,0;PARTO NORMAL;1,0
HRJP;2024,0;5,0;PARTO NORMAL;63,0
HRJP;2024,0;6,0;CESAREAS;71,0
HRJP;2024,0;6,0;CIRURGIA GINECOLÓGICA;2,0
HRJP;2024,0;6,0;CURETAGEM;2,0
HRJP;2024,0;6,0;PARTO GEMELAR CESARIANA;4,0
HRJP;2024,0;6,0;PARTO NORMAL;49,0
HRJP;2024,0;7,0;CESAREAS;47,0
HRJP;2024,0;7,0;CURETAGEM;5,0
HRJP;2024,0;7,0;PARTO GEMELAR CESARIANA;2,0
HRJP;2024,0;7,0;PARTO GEMELAR NORMAL;2,0
HRJP;2024,0;7,0;PARTO NORMAL;51,0
HRJP;2024,0;8,0;CESAREAS;50,0
HRJP;2024,0;8,0;CURETAGEM;6,0
HRJP;2024,0;8,0;PARTO GEMELAR CESARIANA;2,0
HRJP;2024,0;8,0;PARTO NORMAL;49,0
HRJP;2024,0;9,0;CESAREAS;56,0
HRJP;2024,0;9,0;CIRURGIA GINECOLÓGICA;3,0
HRJP;2024,0;9,0;CURETAGEM;10,0
HRJP;2024,0;9,0;PARTO GEMELAR CESARIANA;3,0
HRJP;2024,0;9,0;PARTO NORMAL;61,0
HRJP;2024,0;10,0;CESAREAS;61,0
HRJP;2024,0;10,0;CIRURGIA GINECOLÓGICA;1,0
HRJP;2024,0;10,0;CURETAGEM;7,0
HRJP;2024,0;10,0;PARTO GEMELAR CESARIANA;1,0
HRJP;2024,0;10,0;PARTO GEMELAR NORMAL;1,0
HRJP;2024,0;10,0;PARTO NORMAL;55,0
HRJP;2024,0;11,0;HISTERECTOMIA TOTAL;3,0
HRJP;2024,0;11,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;1,0
HRJP;2024,0;11,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;11,0
HRJP;2024,0;11,0;OOFORECTOMIA / OOFOROPLASTIA;1,0
HRJP;2024,0;11,0;OPERAÇÃO CESARIANA;17,0
HRJP;2024,0;11,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;5,0
HRJP;2024,0;11,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;3,0
HRJP;2024,0;11,0;PARTO NORMAL;43,0
HRJP;2024,0;11,0;PARTO NORMAL EM CENTRO DE PARTO NORMAL (CPN);12,0
HRJP;2024,0;11,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;9,0
HRJP;2024,0;12,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;3,0
HRJP;2024,0;12,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;6,0
HRJP;2024,0;12,0;OPERAÇÃO CESARIANA;27,0
HRJP;2024,0;12,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;8,0
HRJP;2024,0;12,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;10,0
HRJP;2024,0;12,0;PARTO NORMAL;37,0
HRJP;2024,0;12,0;PARTO NORMAL EM CENTRO DE PARTO NORMAL (CPN);7,0
HRJP;2024,0;12,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;10,0
HRJP;2024,0;12,0;SALPINGECTOMIA UNI / BILATERAL;1,0
HRJP;2025,0;1,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;1,0
HRJP;2025,0;1,0;HISTERECTOMIA TOTAL;1,0
HRJP;2025,0;1,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;1,0
HRJP;2025,0;1,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;11,0
HRJP;2025,0;1,0;OPERAÇÃO CESARIANA;23,0
HRJP;2025,0;1,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;16,0
HRJP;2025,0;1,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;15,0
HRJP;2025,0;1,0;PARTO NORMAL;47,0
HRJP;2025,0;1,0;PARTO NORMAL EM CENTRO DE PARTO NORMAL (CPN);1,0
HRJP;2025,0;1,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;11,0
HRJP;2025,0;1,0;SALPINGECTOMIA UNI / BILATERAL;1,0
HRJP;2025,0;2,0;HISTERECTOMIA TOTAL;2,0
HRJP;2025,0;2,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;1,0
HRJP;2025,0;2,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;8,0
HRJP;2025,0;2,0;OOFORECTOMIA / OOFOROPLASTIA;1,0
HRJP;2025,0;2,0;OPERAÇÃO CESARIANA;23,0
HRJP;2025,0;2,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;10,0
HRJP;2025,0;2,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;20,0
HRJP;2025,0;2,0;PARTO NORMAL;33,0
HRJP;2025,0;2,0;PARTO NORMAL EM CENTRO DE PARTO NORMAL (CPN);5,0
HRJP;2025,0;2,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;19,0
HRJP;2025,0;3,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;1,0
HRJP;2025,0;3,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;2,0
HRJP;2025,0;3,0;HISTERECTOMIA (POR VIA VAGINAL);2,0
HRJP;2025,0;3,0;HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL);2,0
HRJP;2025,0;3,0;LAQUEADURA TUBARIA;1,0
HRJP;2025,0;3,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;14,0
HRJP;2025,0;3,0;OOFORECTOMIA / OOFOROPLASTIA;1,0
HRJP;2025,0;3,0;OPERAÇÃO CESARIANA;25,0
HRJP;2025,0;3,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;20,0
HRJP;2025,0;3,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;34,0
HRJP;2025,0;3,0;PARTO NORMAL;45,0
HRJP;2025,0;3,0;PARTO NORMAL EM CENTRO DE PARTO NORMAL (CPN);12,0
HRJP;2025,0;3,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;24,0
HRJP;2025,0;4,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;1,0
HRJP;2025,0;4,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;2,0
HRJP;2025,0;4,0;HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL);1,0
HRJP;2025,0;4,0;HISTERECTOMIA TOTAL;4,0
HRJP;2025,0;4,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;6,0
HRJP;2025,0;4,0;LAQUEADURA TUBARIA;1,0
HRJP;2025,0;4,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;9,0
HRJP;2025,0;4,0;OOFORECTOMIA / OOFOROPLASTIA;1,0
HRJP;2025,0;4,0;OPERAÇÃO CESARIANA;22,0
HRJP;2025,0;4,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;13,0
HRJP;2025,0;4,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;21,0
HRJP;2025,0;4,0;PARTO NORMAL;52,0
HRJP;2025,0;4,0;PARTO NORMAL EM CENTRO DE PARTO NORMAL (CPN);9,0
HRJP;2025,0;4,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;18,0
HRJP;2025,0;4,0;TRATAMENTO CIRURGICO DE INCONTINÊNCIA URINÁRIA POR VIA VAGINAL;1,0
HRJP;2025,0;5,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;1,0
HRJP;2025,0;5,0;HISTERECTOMIA (POR VIA VAGINAL);1,0
HRJP;2025,0;5,0;HISTERECTOMIA TOTAL;4,0
HRJP;2025,0;5,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;2,0
HRJP;2025,0;5,0;LAQUEADURA TUBARIA;1,0
HRJP;2025,0;5,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;10,0
HRJP;2025,0;5,0;MIOMECTOMIA;1,0
HRJP;2025,0;5,0;OOFORECTOMIA / OOFOROPLASTIA;1,0
HRJP;2025,0;5,0;OPERAÇÃO CESARIANA;24,0
HRJP;2025,0;5,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;22,0
HRJP;2025,0;5,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;25,0
HRJP;2025,0;5,0;PARTO NORMAL;56,0
HRJP;2025,0;5,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;12,0
HRJP;2025,0;5,0;TRATAMENTO CIRURGICO DE FISTULA VESICO-VAGINAL;1,0
HRJP;2025,0;5,0;TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS;1,0
HRJP;2025,0;6,0;EXTRACAO DE CORPO ESTRANHO DA VAGINA;1,0
HRJP;2025,0;6,0;HISTERECTOMIA (POR VIA VAGINAL);1,0
HRJP;2025,0;6,0;HISTERECTOMIA TOTAL;1,0
HRJP;2025,0;6,0;LAQUEADURA TUBARIA;1,0
HRJP;2025,0;6,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;4,0
HRJP;2025,0;6,0;OPERAÇÃO CESARIANA;22,0
HRJP;2025,0;6,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;15,0
HRJP;2025,0;6,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;25,0
HRJP;2025,0;6,0;PARTO NORMAL;47,0
HRJP;2025,0;6,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;18,0
HRJP;2025,0;6,0;SALPINGECTOMIA UNI / BILATERAL;1,0
HRJP;2025,0;7,0;CURETAGEM UTERINA EM MOLA HIDATIFORME;1,0
HRJP;2025,0;7,0;HISTERECTOMIA TOTAL;8,0
HRJP;2025,0;7,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;3,0
HRJP;2025,0;7,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;7,0
HRJP;2025,0;7,0;OOFORECTOMIA / OOFOROPLASTIA;1,0
HRJP;2025,0;7,0;OPERAÇÃO CESARIANA;23,0
HRJP;2025,0;7,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;17,0
HRJP;2025,0;7,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;29,0
HRJP;2025,0;7,0;PARTO NORMAL;34,0
HRJP;2025,0;7,0;PARTO NORMAL EM CENTRO DE PARTO NORMAL (CPN);1,0
HRJP;2025,0;7,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;27,0
HRJP;2025,0;8,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;2,0
HRJP;2025,0;8,0;COLPOPERINEOPLASTIA POSTERIOR;1,0
HRJP;2025,0;8,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;1,0
HRJP;2025,0;8,0;EXERESE DE CISTO VAGINAL;1,0
HRJP;2025,0;8,0;HISTERECTOMIA (POR VIA VAGINAL);4,0
HRJP;2025,0;8,0;HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL);1,0
HRJP;2025,0;8,0;HISTERECTOMIA TOTAL;3,0
HRJP;2025,0;8,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;9,0
HRJP;2025,0;8,0;OOFORECTOMIA / OOFOROPLASTIA;2,0
HRJP;2025,0;8,0;OPERAÇÃO CESARIANA;25,0
HRJP;2025,0;8,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;18,0
HRJP;2025,0;8,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;24,0
HRJP;2025,0;8,0;PARTO NORMAL;42,0
HRJP;2025,0;8,0;PARTO NORMAL EM CENTRO DE PARTO NORMAL (CPN);3,0
HRJP;2025,0;8,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;27,0
HRJP;2025,0;8,0;TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS;1,0
HRJP;2025,0;8,0;TRATAMENTO CIRURGICO DE INCONTINÊNCIA URINÁRIA POR VIA VAGINAL;2,0
HRJP;2025,0;9,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;3,0
HRJP;2025,0;9,0;HISTERECTOMIA (POR VIA VAGINAL);1,0
HRJP;2025,0;9,0;HISTERECTOMIA TOTAL;1,0
HRJP;2025,0;9,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;2,0
HRJP;2025,0;9,0;LAQUEADURA TUBARIA;1,0
HRJP;2025,0;9,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;8,0
HRJP;2025,0;9,0;OPERAÇÃO CESARIANA;21,0
HRJP;2025,0;9,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;9,0
HRJP;2025,0;9,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;24,0
HRJP;2025,0;9,0;PARTO NORMAL;33,0
HRJP;2025,0;9,0;PARTO NORMAL EM CENTRO DE PARTO NORMAL (CPN);1,0
HRJP;2025,0;9,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;20,0
HRJP;2025,0;9,0;SALPINGECTOMIA UNI / BILATERAL;2,0
HRJP;2025,0;10,0;CERCLAGEM DE COLO DO UTERO;1,0
HRJP;2025,0;10,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;1,0
HRJP;2025,0;10,0;EXTIRPACAO DE LESAO DE VULVA / PERINEO (POR ELETROCOAGULACAO OU FULGURACAO);1,0
HRJP;2025,0;10,0;HISTERECTOMIA (POR VIA VAGINAL);3,0
HRJP;2025,0;10,0;HISTERECTOMIA TOTAL;1,0
HRJP;2025,0;10,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;10,0
HRJP;2025,0;10,0;OPERAÇÃO CESARIANA;18,0
HRJP;2025,0;10,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;16,0
HRJP;2025,0;10,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;25,0
HRJP;2025,0;10,0;PARTO NORMAL;41,0
HRJP;2025,0;10,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;23,0
HRJP;2025,0;10,0;SALPINGECTOMIA UNI / BILATERAL;1,0
HRJP;2025,0;11,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;2,0
HRJP;2025,0;11,0;HISTERECTOMIA (POR VIA VAGINAL);5,0
HRJP;2025,0;11,0;HISTERECTOMIA TOTAL;2,0
HRJP;2025,0;11,0;LAQUEADURA TUBARIA;1,0
HRJP;2025,0;11,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;6,0
HRJP;2025,0;11,0;OPERAÇÃO CESARIANA;19,0
HRJP;2025,0;11,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;20,0
HRJP;2025,0;11,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;26,0
HRJP;2025,0;11,0;PARTO NORMAL;38,0
HRJP;2025,0;11,0;PARTO NORMAL EM CENTRO DE PARTO NORMAL (CPN);1,0
HRJP;2025,0;11,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;18,0
HRJP;2025,0;12,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;1,0
HRJP;2025,0;12,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;2,0
HRJP;2025,0;12,0;EXERESE DE CISTO VAGINAL;1,0
HRJP;2025,0;12,0;HISTERECTOMIA (POR VIA VAGINAL);2,0
HRJP;2025,0;12,0;HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL);1,0
HRJP;2025,0;12,0;HISTERECTOMIA TOTAL;4,0
HRJP;2025,0;12,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;2,0
HRJP;2025,0;12,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;7,0
HRJP;2025,0;12,0;OOFORECTOMIA / OOFOROPLASTIA;2,0
HRJP;2025,0;12,0;OPERAÇÃO CESARIANA;15,0
HRJP;2025,0;12,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;9,0
HRJP;2025,0;12,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;32,0
HRJP;2025,0;12,0;PARTO NORMAL;28,0
HRJP;2025,0;12,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;30,0
HRJP;2025,0;12,0;TRATAMENTO CIRURGICO DE INCONTINÊNCIA URINÁRIA POR VIA VAGINAL;2,0
HRJP;2026,0;1,0;COLPOCLEISE (CIRURGIA DE LE FORT);1,0
HRJP;2026,0;1,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;1,0
HRJP;2026,0;1,0;HISTERECTOMIA (POR VIA VAGINAL);4,0
HRJP;2026,0;1,0;HISTERECTOMIA TOTAL;1,0
HRJP;2026,0;1,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;4,0
HRJP;2026,0;1,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;13,0
HRJP;2026,0;1,0;OPERAÇÃO CESARIANA;22,0
HRJP;2026,0;1,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;8,0
HRJP;2026,0;1,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;37,0
HRJP;2026,0;1,0;PARTO NORMAL;42,0
HRJP;2026,0;1,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;22,0
HRJP;2026,0;1,0;TRATAMENTO CIRURGICO DE INCONTINÊNCIA URINÁRIA POR VIA VAGINAL;2,0
HRJP;2026,0;2,0;COLPOCLEISE (CIRURGIA DE LE FORT);1,0
HRJP;2026,0;2,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;1,0
HRJP;2026,0;2,0;HISTERECTOMIA (POR VIA VAGINAL);1,0
HRJP;2026,0;2,0;HISTERECTOMIA TOTAL;1,0
